WRI;31 BE;MS Write file_1
WRI;32 BE;MS Write file_2
WRI;BE 00 00 00 AB;MS Write file_3
WS;1D 7D;WordStar Version 5.0|6.0 document
WS2;57 53 32 30 30 30;WordStar for Windows file
XDR;3C;BizTalk XML-Data Reduced Schema
XLA;D0 CF 11 E0 A1 B1 1A E1;Microsoft Office document
XLS;D0 CF 11 E0 A1 B1 1A E1;Microsoft Office document
XLS;09 08 10 00 00 06 05 00;Excel spreadsheet subheader_1
XLS;FD FF FF FF 10;Excel spreadsheet subheader_2
XLS;FD FF FF FF 1F;Excel spreadsheet subheader_3
XLS;FD FF FF FF 22;Excel spreadsheet subheader_4
XLS;FD FF FF FF 23;Excel spreadsheet subheader_5
XLS;FD FF FF FF 28;Excel spreadsheet subheader_6
XLS;FD FF FF FF 29;Excel spreadsheet subheader_7
XLSX;50 4B 03 04;MS Office Open XML Format Document
XLSX;50 4B 03 04 14 00 06 00;MS Office 2007 documents
XML;3C;Generic XML file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 3F 3E;User Interface Language
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 6D 61 6E 69 66 65 73 74 0A 09 78 6D 6C 6E 73 3A 61 6E 64 72 6F 69 64 3D 22 68 74 74 70 3A 2F 2F 73 63 68 65 6D 61 73 2E 61 6E 64 72 6F 69 64 2E 63 6F 6D 2F 61 70 6B 2F 72 65 73 2F 61 6E 64 72 6F 69 64 22;Android Manifest
XML;3C 73 68 61 70 65;Android shape resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 4C 69 6E 65 61 72 4C 61 79 6F 75 74;Android LinearLayout resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 54 61 62 6C 65 4C 61 79 6F 75 74;Android TableLayout resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 74 72 61 6E 73 6C 61 74 65;Android translation animation resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 63 79 63 6C 65 49 6E 74 65 72 70 6F 6C 61 74 6F 72;Android CycleInterpolator resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 73 63 61 6C 65;Android scale animation resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 73 68 61 70 65;Android shape resource file
XML;3C 3F 78 6D 6C 20 76 65 72 73 69 6F 6E 3D 22 31 2E 30 22 20 65 6E 63 6F 64 69 6E 67 3D 22 75 74 66 2D 38 22 3F 3E 0A 3C 52 65 6C 61 74 69 76 65 4C 61 79 6F 75 74;Android RelativeLayout file
XPI;50 4B 03 04;Mozilla Browser Archive
XPS;50 4B 03 04;XML paper specification file
XPT;50 4B 03 04;eXact Packager Models
XPT;58 50 43 4F 4D 0A 54 79;XPCOM libraries
ZAP;4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF;ZoneAlam data file
ZIP;50 4B 03 04;PKZIP archive_1
ZIP;50 4B 4C 49 54 45;PKLITE archive
ZIP;50 4B 53 70 58;PKSFX self-extracting archive
ZIP;50 4B 05 06;PKZIP archive_2
ZIP;50 4B 07 08;PKZIP archive_3
ZIP;57 69 6E 5A 69 70;WinZip compressed archive
ZIP;50 4B 03 04 14 00 01 00;ZLock Pro encrypted ZIP
ZOO;5A 4F 4F 20;ZOO compressed archive
